model_path,format,objective_quality_index,quality_scope,geometry_quality,texture_quality,predicted_degradation,degradation_confidence,predicted_severity,texture_available
/root/autodl-tmp/HKMeshIdentityAuth/artifacts/cross_format_eval_seed2026_v2/converted/blind/B340741780701063A0.glb,glb,81.483,geometry_only,70.378,,connected_crop,0.5949,0.0741,False
